id,bid,正文,头条文章url,原始图片url,视频url,Live Photo视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否编辑过,编辑次数,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博Live Photo视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期,源微博是否编辑过,源微博编辑次数
4549045572601099	,JkzTLaUFd,"oner
 
 #ONER 恶浪 MV# #亚洲新歌榜# #ONER 恶浪狂欢季# 
ONER首个音乐专辑同名微电影《恶浪》重磅来袭！
关于Spy、Killer、Hacker之间真正的命运齿轮开始转动了，一切，还只是个开始......
「ONER is re-markable.」
 超凡的ONER重新再次被标记。@岳岳PINKRAY @木子洋KWIN @灵超DIDI 
ONER的微博视频",,,"https://f.video.weibocdn.com/YiD1wKyAlx07GpF1Zixa01041206wj3C0E030.mp4?label=mp4_720p&template=1556x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BThihd3VLAY5R&Expires=1779383793&ssig=QGFmmnN9gf&KID=unistore,video",,,2020-09-14T13:14:04,微博视频号,471024,12352,861893,"ONER 恶浪 MV,亚洲新歌榜,ONER 恶浪狂欢季","岳岳PINKRAY,木子洋KWIN,灵超DIDI",2020-09-14 13:14:04,True,1,True
5301125386339898	,R0th8qBiq,"oner
 🪩 #ONER狂欢巡回演唱会#ONER「万能狂欢派对 Chill Party」巡回演唱会
🔥PLUS加场「佛山站」即将开演🔥
请查收本场「狂欢攻略」
📝演出时间：2026.05.23（六）19:00 
📍演出地点：佛山国际体育文化演艺中心#ONER狂欢巡回演唱会##ONER演唱会佛山站#@岳岳PINKRAY @木子洋KWIN @灵超DIDI 
岳岳pinkray
木子洋
灵超",,https://wx1.sinaimg.cn/large/0077x9VPgy1iddeeo8y4nj30u0cf9he5.jpg,,,,2026-05-21T21:30:45,oner超话,959,98,55,"ONER狂欢巡回演唱会,ONER狂欢巡回演唱会,ONER演唱会佛山站","岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-21 21:30:45,False,0,True
5300699291979245	,R0ibT8iTj,"oner
 「万能狂欢派对」巡回演唱会PLUS加场【佛山站】三次开票倒计时！！ 📣三开时间：5月21日17:17📣 #ONER狂欢巡回演唱会# #ONER演唱会佛山站#",,,,,,2026-05-20T17:17:36,oner超话,893,79,41,"ONER狂欢巡回演唱会,ONER演唱会佛山站",,2026-05-20 17:17:36,False,0,False,6524267181,ONER,5293752827511196	,QDkWevw0k,"oner
 🪩 #ONER狂欢巡回演唱会#ONER「万能狂欢派对 Chill Party」巡回演唱会
PLUS加场「佛山站」预售即将开启！
晚风赴佛山
音乐正相逢
⏰预售时间：2026.05.05（二）13:14
🎫购票平台：大麦｜猫眼｜坤音商城小程序 ｜票星球｜携程
📝演出时间：2026.05.23（六）19:00 
📍演出地点：佛山国际体育文化演艺中心
❗️请大家仔细阅读「票务须知」#ONER演唱会佛山站预售#@岳岳PINKRAY @木子洋KWIN @灵超DIDI 
 
岳岳pinkray
木子洋
灵超",,"https://wx2.sinaimg.cn/large/0077x9VPly1icpv9gcro4j31jk2ebe83.jpg,https://wx4.sinaimg.cn/large/0077x9VPly1icpv9ethhlj30u067he87.jpg",,,,2026-05-01T13:14:50,oner超话,2206,189,194,"ONER狂欢巡回演唱会,ONER演唱会佛山站预售","岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-01 13:14:50
5300054860498265	,R01qu25Cx,"oner
 🪩 #ONER狂欢巡回演唱会#ONER「万能狂欢派对 𝐂𝐡𝐢𝐥𝐥 𝐏𝐚𝐫𝐭𝐲」巡回演唱会
PLUS加场📍苏州·𝐒𝐮𝐳𝐡𝐨𝐮
晚风轻拂江南岸🍃
满台星光映少年✨#ONER演唱会苏州站# @岳岳PINKRAY @木子洋KWIN @灵超DIDI 
岳岳pinkray
木子洋
灵超",,"https://wx3.sinaimg.cn/large/0077x9VPly1id9zzs4r7sj32x71y4hdu.jpg,https://wx3.sinaimg.cn/large/0077x9VPly1id9zzu1l3vj3334223npe.jpg,https://wx4.sinaimg.cn/large/0077x9VPly1id9zzws4oyj3334223kjm.jpg,https://wx1.sinaimg.cn/large/0077x9VPly1id9zzz9zx0j3334222x6q.jpg,https://wx4.sinaimg.cn/large/0077x9VPly1ida001et8hj33342221kz.jpg,https://wx1.sinaimg.cn/large/0077x9VPly1ida003syw8j3334222kjm.jpg,https://wx2.sinaimg.cn/large/0077x9VPly1ida005j0mkj3301200u0x.jpg,https://wx4.sinaimg.cn/large/0077x9VPly1id9zzpopijj3334223hdu.jpg,https://wx1.sinaimg.cn/large/0077x9VPly1ida0071r0mj3334223x6p.jpg",,,,2026-05-18T22:36:52,oner超话,4208,329,254,"ONER狂欢巡回演唱会,ONER演唱会苏州站","岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-18 22:36:52,False,0,True
5298878430580391	,QFuhl2qZ9,"oner
 盛夏！潍坊！Give me five🔥6月20日，和@岳岳PINKRAY @木子洋KWIN @灵超DIDI 一起相约2026潍坊·新青年音乐节！你好新青年，我们现场见！
岳岳pinkray
 
木子洋
 
灵超",,,,,,2026-05-15T16:42:09,oner超话,1694,144,118,,"岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-15 16:42:09,False,0,False,7877118962,新青年音乐节,5298821569709273	,QFsNCEJPb,"这个夏天，和热爱相拥🫶
6月20日#2026潍坊新青年音乐节# 
舞台交给@ONER （@岳岳PINKRAY @木子洋KWIN @灵超DIDI ）
将现场点燃🔥
2026潍坊·新青年音乐节
时间：6月19日-20日
地点：潍坊·浮烟山国际风筝放飞场#新青年音乐节##2026新青年音乐节##2026潍坊新青年音乐节##Givemefive##新青年与潍坊五年之约##ONER##微博演出季##岳岳##木子洋##灵超#",,https://wx4.sinaimg.cn/large/008B5AtQly1id62cwzupij30u01hce5w.jpg,,,,2026-05-15T12:56:12,iPhone客户端,377,49,138,"2026潍坊新青年音乐节,新青年音乐节,2026新青年音乐节,2026潍坊新青年音乐节,Givemefive,新青年与潍坊五年之约,ONER,微博演出季,岳岳,木子洋,灵超","ONER,岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-15 12:56:12
5298828984976027	,QFsZAkSuv,"oner
 🪩 #ONER狂欢巡回演唱会#ONER「万能狂欢派对 Chill Party」巡回演唱会
 🎉PLUS加场「佛山站」全票售罄🎉
📝演出时间：2026.05.23（六）19:00 
📍演出地点：佛山国际体育文化演艺中心#ONER演唱会佛山站售罄#@岳岳PINKRAY @木子洋KWIN @灵超DIDI 
岳岳pinkray
木子洋
灵超",,https://wx4.sinaimg.cn/large/0077x9VPgy1id630whn8lj30zk1j9jvy.jpg,,,,2026-05-15T13:25:40,oner超话,1013,124,44,"ONER狂欢巡回演唱会,ONER演唱会佛山站售罄","岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-15 13:25:40,False,0,True
5298556182725011	,QFlTAbqTN,"oner
 🪩 #ONER狂欢巡回演唱会#ONER「万能狂欢派对 Chill Party」巡回演唱会
🔥PLUS加场「苏州站」即将开演🔥
请查收本场「狂欢攻略」
📝演出时间：2026.05.16（六）19:30 
📍演出地点：苏州奥林匹克体育中心体育馆#ONER狂欢巡回演唱会##ONER演唱会苏州站#@岳岳PINKRAY @木子洋KWIN @灵超DIDI 
岳岳pinkray
木子洋
灵超",,https://wx2.sinaimg.cn/large/0077x9VPgy1id57b81w66j30t3cmre8e.jpg,,,,2026-05-14T19:21:39,oner超话,949,102,64,"ONER狂欢巡回演唱会,ONER狂欢巡回演唱会,ONER演唱会苏州站","岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-14 19:21:39,False,0,True
5298520064000590	,QFkXkgMJE,"oner
 以舞台破界，用热爱点燃山城夏夜，6月14日，和@岳岳PINKRAY @木子洋KWIN @灵超DIDI 一起赴山城盛夏之约！#一橙又一城#岳岳pinkray
 
木子洋
 
灵超",,,,,,2026-05-14T16:58:07,oner超话,1512,146,102,一橙又一城,"岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-14 16:58:07,False,0,False,2625146895,青橙跳动,5298498133033395	,QFknXcJ7J,"【青橙跳动·城市在场】重庆站演唱会阵容官宣！
欢迎@ONER （@岳岳PINKRAY @木子洋KWIN @灵超DIDI ）加盟【青橙跳动·城市在场】重庆站演唱会！
舞台张力拉满，风格碰撞无限！他们将用专属的舞台能量，点燃山城的夏夜狂欢✨
📅 2026年6月14日
📍 重庆·龙兴足球场
✨ 关注@青橙跳动 获取更多最新消息！#一橙又一城##ONER##岳岳##木子洋##灵超#",,https://wx3.sinaimg.cn/large/9c78900fly1id7ayobvnjj21o02yoqv6.jpg,,,,2026-05-14T15:30:59,iPhone 15,1197,92,147,"一橙又一城,ONER,岳岳,木子洋,灵超","ONER,岳岳PINKRAY,木子洋KWIN,灵超DIDI,青橙跳动",2026-05-14 15:30:59
5298463679972745	,QFjunFQmJ,"oner
   「万能狂欢派对」巡回演唱会PLUS加场【佛山站】二次开票倒计时24h！！ 📣二开时间：5月15日13:14📣 #ONER狂欢巡回演唱会# #ONER演唱会佛山站#",,,,,,2026-05-14T13:14:05,oner超话,502,56,24,"ONER狂欢巡回演唱会,ONER演唱会佛山站",,2026-05-14 13:14:05,False,0,False,6524267181,ONER,5293752827511196	,QDkWevw0k,"oner
 🪩 #ONER狂欢巡回演唱会#ONER「万能狂欢派对 Chill Party」巡回演唱会
PLUS加场「佛山站」预售即将开启！
晚风赴佛山
音乐正相逢
⏰预售时间：2026.05.05（二）13:14
🎫购票平台：大麦｜猫眼｜坤音商城小程序 ｜票星球｜携程
📝演出时间：2026.05.23（六）19:00 
📍演出地点：佛山国际体育文化演艺中心
❗️请大家仔细阅读「票务须知」#ONER演唱会佛山站预售#@岳岳PINKRAY @木子洋KWIN @灵超DIDI 
 
岳岳pinkray
木子洋
灵超",,"https://wx2.sinaimg.cn/large/0077x9VPly1icpv9gcro4j31jk2ebe83.jpg,https://wx4.sinaimg.cn/large/0077x9VPly1icpv9ethhlj30u067he87.jpg",,,,2026-05-01T13:14:50,oner超话,2206,189,194,"ONER狂欢巡回演唱会,ONER演唱会佛山站预售","岳岳PINKRAY,木子洋KWIN,灵超DIDI",2026-05-01 13:14:50
4549045572601099	,JkzTLaUFd,"oner
 
 #ONER 恶浪 MV# #亚洲新歌榜# #ONER 恶浪狂欢季# 
ONER首个音乐专辑同名微电影《恶浪》重磅来袭！
关于Spy、Killer、Hacker之间真正的命运齿轮开始转动了，一切，还只是个开始......
「ONER is re-markable.」
 超凡的ONER重新再次被标记。@岳岳PINKRAY @木子洋KWIN @灵超DIDI 
ONER的微博视频",,,"https://f.video.weibocdn.com/YiD1wKyAlx07GpF1Zixa01041206wj3C0E030.mp4?label=mp4_720p&template=1556x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BThihd3VLAY5R&Expires=1779384197&ssig=hUEUQwHuHy&KID=unistore,video",,,2020-09-14T13:14:04,微博视频号,471025,12352,861894,"ONER 恶浪 MV,亚洲新歌榜,ONER 恶浪狂欢季","岳岳PINKRAY,木子洋KWIN,灵超DIDI",2020-09-14 13:14:04,True,1,True
